"iterationcount","temperaturetracker"
144,6.94444444444444
145,6.89655172413793
146,6.84931506849315
147,6.80272108843537
148,6.75675675675676
149,6.71140939597315
150,6.66666666666667
151,6.62251655629139
152,6.57894736842105
153,6.5359477124183
154,6.49350649350649
155,6.45161290322581
156,6.41025641025641
157,6.36942675159236
158,6.32911392405063
159,6.28930817610063
160,6.25
161,6.2111801242236
162,6.17283950617284
163,6.13496932515337
164,6.09756097560976
165,6.06060606060606
166,6.02409638554217
167,5.98802395209581
168,5.95238095238095
169,5.91715976331361
170,5.88235294117647
171,5.84795321637427
172,5.81395348837209
173,5.78034682080925
174,5.74712643678161
175,5.71428571428571
176,5.68181818181818
177,5.64971751412429
178,5.61797752808989
179,5.58659217877095
180,5.55555555555556
181,5.52486187845304
182,5.49450549450549
183,5.46448087431694
184,5.43478260869565
185,5.40540540540541
186,5.37634408602151
187,5.3475935828877
188,5.31914893617021
189,5.29100529100529
190,5.26315789473684
191,5.23560209424084
192,5.20833333333333
193,5.18134715025907
194,5.15463917525773
195,5.12820512820513
196,5.10204081632653
197,5.07614213197969
198,5.05050505050505
199,5.0251256281407
200,5
201,4.97512437810945
202,4.95049504950495
203,4.92610837438424
204,4.90196078431372
205,4.8780487804878
206,4.85436893203883
207,4.83091787439613
208,4.80769230769231
209,4.78468899521531
210,4.76190476190476
211,4.739336492891
212,4.71698113207547
213,4.69483568075117
214,4.67289719626168
215,4.65116279069767
216,4.62962962962963
217,4.60829493087558
218,4.58715596330275
219,4.5662100456621
220,4.54545454545455
221,4.52488687782805
222,4.5045045045045
223,4.48430493273543
224,4.46428571428571
225,4.44444444444444
226,4.42477876106195
227,4.40528634361233
228,4.3859649122807
229,4.36681222707424
230,4.34782608695652
231,4.32900432900433
232,4.31034482758621
233,4.29184549356223
234,4.27350427350427
235,4.25531914893617
236,4.23728813559322
237,4.21940928270042
238,4.20168067226891
239,4.18410041841004
240,4.16666666666667
241,4.149377593361
242,4.13223140495868
243,4.11522633744856
244,4.0983606557377
245,4.08163265306122
246,4.0650406504065
247,4.04858299595142
248,4.03225806451613
249,4.01606425702811
250,4
251,3.98406374501992
252,3.96825396825397
253,3.95256916996047
254,3.93700787401575
255,3.92156862745098
256,3.90625
257,3.89105058365759
258,3.87596899224806
259,3.86100386100386
260,3.84615384615385
261,3.83141762452107
262,3.81679389312977
263,3.80228136882129
264,3.78787878787879
265,3.77358490566038
266,3.7593984962406
267,3.74531835205992
268,3.73134328358209
269,3.71747211895911
270,3.7037037037037
271,3.690036900369
272,3.67647058823529
273,3.66300366300366
274,3.64963503649635
275,3.63636363636364
276,3.6231884057971
277,3.6101083032491
278,3.59712230215827
279,3.584229390681
280,3.57142857142857
281,3.55871886120996
282,3.54609929078014
283,3.53356890459364
284,3.52112676056338
285,3.50877192982456
286,3.4965034965035
287,3.48432055749129
288,3.47222222222222
289,3.46020761245675
290,3.44827586206897
291,3.43642611683849
292,3.42465753424657
293,3.41296928327645
294,3.40136054421769
295,3.38983050847458
296,3.37837837837838
297,3.36700336700337
298,3.35570469798658
299,3.34448160535117
300,3.33333333333333
301,3.32225913621262
302,3.31125827814569
303,3.3003300330033
304,3.28947368421053
305,3.27868852459016
306,3.26797385620915
307,3.25732899022801
308,3.24675324675325
309,3.23624595469256
310,3.2258064516129
311,3.21543408360129
312,3.2051282051282
313,3.19488817891374
314,3.18471337579618
315,3.17460317460317
316,3.16455696202532
317,3.15457413249211
318,3.14465408805031
319,3.13479623824451
320,3.125
321,3.11526479750779
322,3.1055900621118
323,3.09597523219814
324,3.08641975308642
325,3.07692307692308
326,3.06748466257669
327,3.05810397553517
328,3.04878048780488
329,3.03951367781155
330,3.03030303030303
331,3.02114803625378
332,3.01204819277108
333,3.003003003003
334,2.9940119760479
335,2.98507462686567
336,2.97619047619048
337,2.9673590504451
338,2.9585798816568
339,2.94985250737463
340,2.94117647058824
341,2.93255131964809
342,2.92397660818713
343,2.91545189504373
344,2.90697674418605
345,2.89855072463768
346,2.89017341040462
347,2.88184438040346
348,2.8735632183908
349,2.86532951289398
350,2.85714285714286
351,2.84900284900285
352,2.84090909090909
353,2.8328611898017
354,2.82485875706215
355,2.8169014084507
356,2.80898876404494
357,2.80112044817927
358,2.79329608938547
359,2.78551532033426
360,2.77777777777778
361,2.77008310249307
362,2.76243093922652
363,2.75482093663912
364,2.74725274725275
365,2.73972602739726
366,2.73224043715847
367,2.72479564032698
368,2.71739130434783
369,2.710027100271
370,2.7027027027027
371,2.69541778975741
372,2.68817204301075
373,2.68096514745308
374,2.67379679144385
375,2.66666666666667
376,2.65957446808511
377,2.6525198938992
378,2.64550264550265
379,2.63852242744063
380,2.63157894736842
381,2.6246719160105
382,2.61780104712042
383,2.61096605744125
384,2.60416666666667
385,2.5974025974026
386,2.59067357512953
387,2.58397932816537
388,2.57731958762887
389,2.5706940874036
390,2.56410256410256
391,2.55754475703325
392,2.55102040816327
393,2.54452926208651
394,2.53807106598985
395,2.53164556962025
396,2.52525252525253
397,2.51889168765743
398,2.51256281407035
399,2.5062656641604
400,2.5
401,2.49376558603491
402,2.48756218905473
403,2.48138957816377
404,2.47524752475247
405,2.46913580246914
406,2.46305418719212
407,2.45700245700246
408,2.45098039215686
409,2.44498777506112
410,2.4390243902439
411,2.4330900243309
412,2.42718446601942
413,2.42130750605327
414,2.41545893719807
415,2.40963855421687
416,2.40384615384615
417,2.39808153477218
418,2.39234449760766
419,2.38663484486873
420,2.38095238095238
421,2.37529691211401
422,2.3696682464455
423,2.36406619385343
424,2.35849056603774
425,2.35294117647059
426,2.34741784037559
427,2.34192037470726
428,2.33644859813084
429,2.33100233100233
430,2.32558139534884
431,2.32018561484919
432,2.31481481481481
433,2.3094688221709
434,2.30414746543779
435,2.29885057471264
436,2.29357798165138
437,2.2883295194508
438,2.28310502283105
439,2.27790432801822
440,2.27272727272727
441,2.26757369614512
442,2.26244343891403
443,2.25733634311512
444,2.25225225225225
445,2.24719101123596
446,2.24215246636771
447,2.23713646532438
448,2.23214285714286
449,2.2271714922049
450,2.22222222222222
451,2.21729490022173
452,2.21238938053097
453,2.2075055187638
454,2.20264317180617
455,2.1978021978022
456,2.19298245614035
457,2.18818380743982
458,2.18340611353712
459,2.17864923747277
460,2.17391304347826
461,2.16919739696312
462,2.16450216450216
463,2.15982721382289
464,2.1551724137931
465,2.1505376344086
466,2.14592274678112
467,2.14132762312634
468,2.13675213675214
469,2.13219616204691
470,2.12765957446809
471,2.12314225053079
472,2.11864406779661
473,2.11416490486258
474,2.10970464135021
475,2.10526315789474
476,2.10084033613445
477,2.09643605870021
478,2.09205020920502
479,2.08768267223382
480,2.08333333333333
481,2.07900207900208
482,2.0746887966805
483,2.0703933747412
484,2.06611570247934
485,2.06185567010309
486,2.05761316872428
487,2.05338809034908
488,2.04918032786885
489,2.04498977505112
490,2.04081632653061
491,2.03665987780041
492,2.03252032520325
493,2.02839756592292
494,2.02429149797571
495,2.02020202020202
496,2.01612903225806
497,2.01207243460765
498,2.00803212851406
499,2.00400801603206
500,2
501,1.99600798403194
502,1.99203187250996
503,1.98807157057654
504,1.98412698412698
505,1.98019801980198
506,1.97628458498024
507,1.9723865877712
508,1.96850393700787
509,1.96463654223969
510,1.96078431372549
511,1.95694716242661
512,1.953125
513,1.94931773879142
514,1.94552529182879
515,1.94174757281553
516,1.93798449612403
517,1.93423597678917
518,1.93050193050193
519,1.92678227360308
520,1.92307692307692
521,1.91938579654511
522,1.91570881226054
523,1.91204588910134
524,1.90839694656489
525,1.9047619047619
526,1.90114068441065
527,1.89753320683112
528,1.89393939393939
529,1.89035916824197
530,1.88679245283019
531,1.88323917137476
532,1.8796992481203
533,1.87617260787992
534,1.87265917602996
535,1.86915887850467
536,1.86567164179104
537,1.86219739292365
538,1.85873605947955
539,1.85528756957328
540,1.85185185185185
541,1.84842883548983
542,1.8450184501845
543,1.84162062615101
544,1.83823529411765
545,1.8348623853211
546,1.83150183150183
547,1.82815356489945
548,1.82481751824817
549,1.82149362477231
550,1.81818181818182
551,1.81488203266788
552,1.81159420289855
553,1.80831826401447
554,1.80505415162455
555,1.8018018018018
556,1.79856115107914
557,1.79533213644524
558,1.7921146953405
559,1.78890876565295
560,1.78571428571429
561,1.7825311942959
562,1.77935943060498
563,1.77619893428064
564,1.77304964539007
565,1.76991150442478
566,1.76678445229682
567,1.7636684303351
568,1.76056338028169
569,1.75746924428822
570,1.75438596491228
571,1.75131348511384
572,1.74825174825175
573,1.74520069808028
574,1.74216027874564
575,1.73913043478261
576,1.73611111111111
577,1.73310225303293
578,1.73010380622837
579,1.72711571675302
580,1.72413793103448
581,1.72117039586919
582,1.71821305841924
583,1.71526586620926
584,1.71232876712329
585,1.70940170940171
586,1.70648464163823
587,1.70357751277683
588,1.70068027210884
589,1.69779286926995
590,1.69491525423729
591,1.69204737732657
592,1.68918918918919
593,1.68634064080944
594,1.68350168350168
595,1.68067226890756
596,1.67785234899329
597,1.6750418760469
598,1.67224080267559
599,1.669449081803
600,1.66666666666667
601,1.66389351081531
602,1.66112956810631
603,1.65837479270315
604,1.65562913907285
605,1.65289256198347
606,1.65016501650165
607,1.64744645799012
608,1.64473684210526
609,1.64203612479475
610,1.63934426229508
611,1.6366612111293
612,1.63398692810458
613,1.63132137030995
614,1.62866449511401
615,1.6260162601626
616,1.62337662337662
617,1.62074554294976
618,1.61812297734628
619,1.61550888529887
620,1.61290322580645
621,1.61030595813205
622,1.60771704180064
623,1.60513643659711
624,1.6025641025641
625,1.6
626,1.59744408945687
627,1.59489633173844
628,1.59235668789809
629,1.58982511923688
630,1.58730158730159
631,1.58478605388273
632,1.58227848101266
633,1.57977883096366
634,1.57728706624606
635,1.5748031496063
636,1.57232704402516
637,1.56985871271586
638,1.56739811912226
639,1.56494522691706
640,1.5625
641,1.5600624024961
642,1.55763239875389
643,1.5552099533437
644,1.5527950310559
645,1.55038759689922
646,1.54798761609907
647,1.54559505409583
648,1.54320987654321
649,1.54083204930663
650,1.53846153846154
651,1.53609831029186
652,1.53374233128834
653,1.53139356814701
654,1.52905198776758
655,1.52671755725191
656,1.52439024390244
657,1.5220700152207
658,1.51975683890578
659,1.51745068285281
660,1.51515151515152
661,1.51285930408472
662,1.51057401812689
663,1.50829562594268
664,1.50602409638554
665,1.50375939849624
666,1.5015015015015
667,1.49925037481259
668,1.49700598802395
669,1.49476831091181
670,1.49253731343284
671,1.4903129657228
672,1.48809523809524
673,1.48588410104012
674,1.48367952522255
675,1.48148148148148
676,1.4792899408284
677,1.47710487444609
678,1.47492625368732
679,1.47275405007364
680,1.47058823529412
681,1.46842878120411
682,1.46627565982405
683,1.46412884333821
684,1.46198830409357
685,1.45985401459854
686,1.45772594752187
687,1.45560407569141
688,1.45348837209302
689,1.45137880986938
690,1.44927536231884
691,1.44717800289436
692,1.44508670520231
693,1.44300144300144
694,1.44092219020173
695,1.43884892086331
696,1.4367816091954
697,1.43472022955524
698,1.43266475644699
699,1.43061516452074
700,1.42857142857143
701,1.4265335235378
702,1.42450142450142
703,1.42247510668563
704,1.42045454545455
705,1.41843971631206
706,1.41643059490085
707,1.41442715700141
708,1.41242937853107
709,1.41043723554302
710,1.40845070422535
711,1.40646976090014
712,1.40449438202247
713,1.40252454417952
714,1.40056022408964
715,1.3986013986014
716,1.39664804469274
717,1.39470013947001
718,1.39275766016713
719,1.39082058414465
720,1.38888888888889
721,1.3869625520111
722,1.38504155124654
723,1.38312586445367
724,1.38121546961326
725,1.37931034482759
726,1.37741046831956
727,1.37551581843191
728,1.37362637362637
729,1.37174211248285
730,1.36986301369863
731,1.36798905608755
732,1.36612021857923
733,1.36425648021828
734,1.36239782016349
735,1.36054421768707
736,1.35869565217391
737,1.35685210312076
738,1.3550135501355
739,1.3531799729364
740,1.35135135135135
741,1.34952766531714
742,1.34770889487871
743,1.34589502018843
744,1.34408602150538
745,1.34228187919463
746,1.34048257372654
747,1.33868808567604
748,1.33689839572193
749,1.33511348464619
750,1.33333333333333
751,1.33155792276964
752,1.32978723404255
753,1.32802124833997
754,1.3262599469496
755,1.32450331125828
756,1.32275132275132
757,1.32100396301189
758,1.31926121372032
759,1.31752305665349
760,1.31578947368421
761,1.31406044678055
762,1.31233595800525
763,1.31061598951507
764,1.30890052356021
765,1.30718954248366
766,1.30548302872063
767,1.30378096479791
768,1.30208333333333
769,1.30039011703511
770,1.2987012987013
771,1.2970168612192
772,1.29533678756477
773,1.29366106080207
774,1.29198966408269
775,1.29032258064516
776,1.28865979381443
777,1.28700128700129
778,1.2853470437018
779,1.28369704749679
780,1.28205128205128
781,1.28040973111396
782,1.27877237851662
783,1.27713920817369
784,1.27551020408163
785,1.27388535031847
786,1.27226463104326
787,1.27064803049555
788,1.26903553299492
789,1.26742712294043
790,1.26582278481013
791,1.26422250316056
792,1.26262626262626
793,1.26103404791929
794,1.25944584382872
795,1.25786163522013
796,1.25628140703518
797,1.25470514429109
798,1.2531328320802
799,1.25156445556946
800,1.25
801,1.24843945068664
802,1.24688279301746
803,1.2453300124533
804,1.24378109452736
805,1.24223602484472
806,1.24069478908189
807,1.23915737298637
808,1.23762376237624
809,1.23609394313968
810,1.23456790123457
811,1.23304562268804
812,1.23152709359606
813,1.230012300123
814,1.22850122850123
815,1.22699386503067
816,1.22549019607843
817,1.22399020807834
818,1.22249388753056
819,1.22100122100122
820,1.21951219512195
821,1.21802679658952
822,1.21654501216545
823,1.21506682867558
824,1.21359223300971
825,1.21212121212121
826,1.21065375302663
827,1.20918984280532
828,1.20772946859903
829,1.20627261761158
830,1.20481927710843
831,1.20336943441637
832,1.20192307692308
833,1.20048019207683
834,1.19904076738609
835,1.19760479041916
836,1.19617224880383
837,1.194743130227
838,1.19331742243437
839,1.19189511323004
840,1.19047619047619
841,1.18906064209275
842,1.18764845605701
843,1.18623962040332
844,1.18483412322275
845,1.18343195266272
846,1.18203309692671
847,1.18063754427391
848,1.17924528301887
849,1.17785630153121
850,1.17647058823529
851,1.17508813160987
852,1.17370892018779
853,1.17233294255569
854,1.17096018735363
855,1.16959064327485
856,1.16822429906542
857,1.16686114352392
858,1.16550116550117
859,1.16414435389988
860,1.16279069767442
861,1.16144018583043
862,1.16009280742459
863,1.15874855156431
864,1.15740740740741
865,1.15606936416185
866,1.15473441108545
867,1.15340253748558
868,1.15207373271889
869,1.15074798619102
870,1.14942528735632
871,1.14810562571757
872,1.14678899082569
873,1.1454753722795
874,1.1441647597254
875,1.14285714285714
876,1.14155251141552
877,1.14025085518814
878,1.13895216400911
879,1.13765642775882
880,1.13636363636364
881,1.13507377979569
882,1.13378684807256
883,1.13250283125708
884,1.13122171945701
885,1.12994350282486
886,1.12866817155756
887,1.12739571589628
888,1.12612612612613
889,1.12485939257593
890,1.12359550561798
891,1.12233445566779
892,1.12107623318386
893,1.11982082866741
894,1.11856823266219
895,1.11731843575419
896,1.11607142857143
897,1.11482720178372
898,1.11358574610245
899,1.11234705228031
900,1.11111111111111
901,1.10987791342952
902,1.10864745011086
903,1.10741971207087
904,1.10619469026549
905,1.10497237569061
906,1.1037527593819
907,1.10253583241455
908,1.10132158590308
909,1.1001100110011
910,1.0989010989011
911,1.09769484083425
912,1.09649122807018
913,1.09529025191676
914,1.09409190371991
915,1.09289617486339
916,1.09170305676856
917,1.09051254089422
918,1.08932461873638
919,1.08813928182807
920,1.08695652173913
921,1.085776330076
922,1.08459869848156
923,1.08342361863489
924,1.08225108225108
925,1.08108108108108
926,1.07991360691145
927,1.07874865156419
928,1.07758620689655
929,1.07642626480086
930,1.0752688172043
931,1.07411385606874
932,1.07296137339056
933,1.07181136120043
934,1.07066381156317
935,1.06951871657754
936,1.06837606837607
937,1.06723585912487
938,1.06609808102345
939,1.06496272630458
940,1.06382978723404
941,1.06269925611052
942,1.06157112526539
943,1.06044538706257
944,1.0593220338983
945,1.05820105820106
946,1.05708245243129
947,1.05596620908131
948,1.05485232067511
949,1.05374077976818
950,1.05263157894737
951,1.0515247108307
952,1.05042016806723
953,1.04931794333683
954,1.0482180293501
955,1.04712041884817
956,1.04602510460251
957,1.04493207941484
958,1.04384133611691
959,1.04275286757039
960,1.04166666666667
961,1.04058272632674
962,1.03950103950104
963,1.03842159916926
964,1.03734439834025
965,1.03626943005181
966,1.0351966873706
967,1.03412616339193
968,1.03305785123967
969,1.03199174406605
970,1.03092783505155
971,1.02986611740474
972,1.02880658436214
973,1.02774922918808
974,1.02669404517454
975,1.02564102564103
976,1.02459016393443
977,1.02354145342886
978,1.02249488752556
979,1.02145045965271
980,1.02040816326531
981,1.01936799184506
982,1.0183299389002
983,1.01729399796541
984,1.01626016260163
985,1.01522842639594
986,1.01419878296146
987,1.01317122593718
988,1.01214574898785
989,1.01112234580384
990,1.01010101010101
991,1.00908173562059
992,1.00806451612903
993,1.00704934541793
994,1.00603621730382
995,1.00502512562814
996,1.00401606425703
997,1.00300902708124
998,1.00200400801603
999,1.001001001001
1000,1
1001,0.999000999000999
